,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Top5Budget,Goals,Goals_1H,Goals_2H
8378,2016-17,26/02/17,Ath Madrid,Barcelona,1,2,A,0,0,D,True,3,0,3
8379,2016-17,26/02/17,Espanol,Osasuna,3,0,H,1,0,H,False,3,1,2
8380,2016-17,26/02/17,Sp Gijon,Celta,1,1,D,0,0,D,False,2,0,2
8381,2016-17,26/02/17,Villarreal,Real Madrid,2,3,A,0,0,D,False,5,0,5
8382,2016-17,28/02/17,Malaga,Betis,1,2,A,1,0,H,False,3,1,2
8383,2016-17,28/02/17,Sociedad,Eibar,2,2,D,1,1,D,False,4,2,2
8384,2016-17,28/02/17,Valencia,Leganes,1,0,H,1,0,H,True,1,1,0
8385,2016-17,1/3/2017,Barcelona,Sp Gijon,6,1,H,3,1,H,True,7,4,3
8386,2016-17,1/3/2017,Celta,Espanol,2,2,D,2,2,D,False,4,4,0
8387,2016-17,1/3/2017,Granada,Alaves,2,1,H,1,0,H,False,3,1,2
8388,2016-17,1/3/2017,Osasuna,Villarreal,1,4,A,0,2,A,False,5,2,3
8389,2016-17,1/3/2017,Real Madrid,Las Palmas,3,3,D,1,1,D,True,6,2,4
8390,2016-17,2/3/2017,La Coruna,Ath Madrid,1,1,D,1,0,H,False,2,1,1
8391,2016-17,2/3/2017,Sevilla,Ath Bilbao,1,0,H,1,0,H,True,1,1,0
8392,2016-17,3/3/2017,Betis,Sociedad,2,3,A,1,2,A,False,5,3,2
8393,2016-17,4/3/2017,Barcelona,Celta,5,0,H,2,0,H,True,5,2,3
8394,2016-17,4/3/2017,Eibar,Real Madrid,1,4,A,0,3,A,False,5,3,2
8395,2016-17,4/3/2017,Leganes,Granada,1,0,H,0,0,D,False,1,0,1
8396,2016-17,4/3/2017,Villarreal,Espanol,2,0,H,1,0,H,False,2,1,1
8397,2016-17,5/3/2017,Ath Bilbao,Malaga,1,0,H,0,0,D,False,1,0,1
8398,2016-17,5/3/2017,Ath Madrid,Valencia,3,0,H,1,0,H,True,3,1,2
8399,2016-17,5/3/2017,Las Palmas,Osasuna,5,2,H,1,2,A,False,7,3,4
8400,2016-17,5/3/2017,Sp Gijon,La Coruna,0,1,A,0,1,A,False,1,1,0
8401,2016-17,6/3/2017,Alaves,Sevilla,1,1,D,0,1,A,False,2,1,1
8402,2016-17,8/3/2017,La Coruna,Betis,1,1,D,0,0,D,False,2,0,2
8403,2016-17,10/3/2017,Espanol,Las Palmas,4,3,H,2,1,H,False,7,3,4
8404,2016-17,11/3/2017,Granada,Ath Madrid,0,1,A,0,0,D,False,1,0,1
8405,2016-17,11/3/2017,Malaga,Alaves,1,2,A,0,1,A,False,3,1,2
8406,2016-17,11/3/2017,Sevilla,Leganes,1,1,D,1,1,D,True,2,2,0
8407,2016-17,11/3/2017,Valencia,Sp Gijon,1,1,D,0,0,D,True,2,0,2
8408,2016-17,12/3/2017,Celta,Villarreal,0,1,A,0,1,A,False,1,1,0
8409,2016-17,12/3/2017,La Coruna,Barcelona,2,1,H,1,0,H,False,3,1,2
8410,2016-17,12/3/2017,Real Madrid,Betis,2,1,H,1,1,D,True,3,2,1
8411,2016-17,12/3/2017,Sociedad,Ath Bilbao,0,2,A,0,1,A,False,2,1,1
8412,2016-17,13/03/17,Osasuna,Eibar,1,1,D,0,0,D,False,2,0,2
8413,2016-17,17/03/17,Las Palmas,Villarreal,1,0,H,1,0,H,False,1,1,0
8414,2016-17,18/03/17,Alaves,Sociedad,1,0,H,1,0,H,False,1,1,0
8415,2016-17,18/03/17,Ath Bilbao,Real Madrid,1,2,A,0,1,A,False,3,1,2
8416,2016-17,18/03/17,Betis,Osasuna,2,0,H,2,0,H,False,2,2,0
8417,2016-17,18/03/17,Eibar,Espanol,1,1,D,1,0,H,False,2,1,1
8418,2016-17,19/03/17,Ath Madrid,Sevilla,3,1,H,1,0,H,True,4,1,3
8419,2016-17,19/03/17,Barcelona,Valencia,4,2,H,2,2,D,True,6,4,2
8420,2016-17,19/03/17,La Coruna,Celta,0,1,A,0,0,D,False,1,0,1
8421,2016-17,19/03/17,Leganes,Malaga,0,0,D,0,0,D,False,0,0,0
8422,2016-17,19/03/17,Sp Gijon,Granada,3,1,H,0,0,D,False,4,0,4
8423,2016-17,31/03/17,Espanol,Betis,2,1,H,0,0,D,False,3,0,3
8424,2016-17,1/4/2017,Malaga,Ath Madrid,0,2,A,0,1,A,False,2,1,1
8425,2016-17,1/4/2017,Osasuna,Ath Bilbao,1,2,A,0,2,A,False,3,2,1
8426,2016-17,1/4/2017,Sociedad,Leganes,1,1,D,0,1,A,False,2,1,1
8427,2016-17,1/4/2017,Villarreal,Eibar,2,3,A,1,0,H,False,5,1,4
8428,2016-17,2/4/2017,Granada,Barcelona,1,4,A,0,1,A,False,5,1,4
8429,2016-17,2/4/2017,Real Madrid,Alaves,3,0,H,1,0,H,True,3,1,2
8430,2016-17,2/4/2017,Sevilla,Sp Gijon,0,0,D,0,0,D,True,0,0,0
8431,2016-17,2/4/2017,Valencia,La Coruna,3,0,H,2,0,H,True,3,2,1
8432,2016-17,3/4/2017,Celta,Las Palmas,3,1,H,2,0,H,False,4,2,2
8433,2016-17,4/4/2017,Ath Bilbao,Espanol,2,0,H,2,0,H,False,2,2,0
8434,2016-17,4/4/2017,Ath Madrid,Sociedad,1,0,H,1,0,H,True,1,1,0
8435,2016-17,4/4/2017,Betis,Villarreal,0,1,A,0,0,D,False,1,0,1
8436,2016-17,5/4/2017,Alaves,Osasuna,0,1,A,0,0,D,False,1,0,1
8437,2016-17,5/4/2017,Barcelona,Sevilla,3,0,H,3,0,H,True,3,3,0
8438,2016-17,5/4/2017,La Coruna,Granada,0,0,D,0,0,D,False,0,0,0
8439,2016-17,5/4/2017,Leganes,Real Madrid,2,4,A,2,3,A,False,6,5,1
8440,2016-17,5/4/2017,Sp Gijon,Malaga,0,1,A,0,1,A,False,1,1,0
8441,2016-17,6/4/2017,Eibar,Las Palmas,3,1,H,2,0,H,False,4,2,2
8442,2016-17,6/4/2017,Valencia,Celta,3,2,H,1,1,D,True,5,2,3
8443,2016-17,7/4/2017,Villarreal,Ath Bilbao,3,1,H,1,1,D,False,4,2,2
8444,2016-17,8/4/2017,Espanol,Alaves,1,0,H,0,0,D,False,1,0,1
8445,2016-17,8/4/2017,Malaga,Barcelona,2,0,H,1,0,H,False,2,1,1
8446,2016-17,8/4/2017,Real Madrid,Ath Madrid,1,1,D,0,0,D,True,2,0,2
8447,2016-17,8/4/2017,Sevilla,La Coruna,4,2,H,3,2,H,True,6,5,1
8448,2016-17,9/4/2017,Celta,Eibar,0,2,A,0,1,A,False,2,1,1
8449,2016-17,9/4/2017,Granada,Valencia,1,3,A,0,2,A,False,4,2,2
8450,2016-17,9/4/2017,Las Palmas,Betis,4,1,H,1,0,H,False,5,1,4
8451,2016-17,9/4/2017,Osasuna,Leganes,2,1,H,1,1,D,False,3,2,1
8452,2016-17,10/4/2017,Sociedad,Sp Gijon,3,1,H,2,0,H,False,4,2,2
8453,2016-17,14/04/17,Ath Bilbao,Las Palmas,5,1,H,3,1,H,False,6,4,2
8454,2016-17,15/04/17,Ath Madrid,Osasuna,3,0,H,1,0,H,True,3,1,2
8455,2016-17,15/04/17,Barcelona,Sociedad,3,2,H,3,2,H,True,5,5,0
8456,2016-17,15/04/17,La Coruna,Malaga,2,0,H,0,0,D,False,2,0,2
8457,2016-17,15/04/17,Sp Gijon,Real Madrid,2,3,A,1,1,D,False,5,2,3
8458,2016-17,16/04/17,Betis,Eibar,2,0,H,1,0,H,False,2,1,1
8459,2016-17,16/04/17,Granada,Celta,0,3,A,0,1,A,False,3,1,2
8460,2016-17,16/04/17,Leganes,Espanol,0,1,A,0,0,D,False,1,0,1
8461,2016-17,16/04/17,Valencia,Sevilla,0,0,D,0,0,D,True,0,0,0
8462,2016-17,17/04/17,Alaves,Villarreal,2,1,H,2,0,H,False,3,2,1
8463,2016-17,21/04/17,Sevilla,Granada,2,0,H,1,0,H,True,2,1,1
8464,2016-17,22/04/17,Espanol,Ath Madrid,0,1,A,0,0,D,False,1,0,1
8465,2016-17,22/04/17,Malaga,Valencia,2,0,H,2,0,H,False,2,2,0
8466,2016-17,22/04/17,Osasuna,Sp Gijon,2,2,D,1,0,H,False,4,1,3
8467,2016-17,22/04/17,Villarreal,Leganes,2,1,H,0,0,D,False,3,0,3
8468,2016-17,23/04/17,Celta,Betis,0,1,A,0,0,D,False,1,0,1
8469,2016-17,23/04/17,Las Palmas,Alaves,1,1,D,1,0,H,False,2,1,1
8470,2016-17,23/04/17,Real Madrid,Barcelona,2,3,A,1,1,D,True,5,2,3
8471,2016-17,23/04/17,Sociedad,La Coruna,1,0,H,1,0,H,False,1,1,0
8472,2016-17,24/04/17,Eibar,Ath Bilbao,0,1,A,0,0,D,False,1,0,1
8473,2016-17,25/04/17,Ath Madrid,Villarreal,0,1,A,0,0,D,True,1,0,1
8474,2016-17,25/04/17,Granada,Malaga,0,2,A,0,0,D,False,2,0,2
8475,2016-17,25/04/17,Sp Gijon,Espanol,1,1,D,1,0,H,False,2,1,1
8476,2016-17,26/04/17,Barcelona,Osasuna,7,1,H,2,0,H,True,8,2,6
8477,2016-17,26/04/17,La Coruna,Real Madrid,2,6,A,1,3,A,False,8,4,4
8478,2016-17,26/04/17,Leganes,Las Palmas,3,0,H,0,0,D,False,3,0,3
8479,2016-17,26/04/17,Valencia,Sociedad,2,3,A,0,2,A,True,5,2,3
8480,2016-17,27/04/17,Alaves,Eibar,0,0,D,0,0,D,False,0,0,0
8481,2016-17,27/04/17,Ath Bilbao,Betis,2,1,H,0,0,D,False,3,0,3
8482,2016-17,27/04/17,Sevilla,Celta,2,1,H,0,0,D,True,3,0,3
8483,2016-17,28/04/17,Villarreal,Sp Gijon,3,1,H,1,0,H,False,4,1,3
8484,2016-17,29/04/17,Espanol,Barcelona,0,3,A,0,0,D,False,3,0,3
8485,2016-17,29/04/17,Las Palmas,Ath Madrid,0,5,A,0,3,A,False,5,3,2
8486,2016-17,29/04/17,Real Madrid,Valencia,2,1,H,1,0,H,True,3,1,2
8487,2016-17,29/04/17,Sociedad,Granada,2,1,H,1,0,H,False,3,1,2
8488,2016-17,30/04/17,Betis,Alaves,1,4,A,1,0,H,False,5,1,4
8489,2016-17,30/04/17,Celta,Ath Bilbao,0,3,A,0,1,A,False,3,1,2
8490,2016-17,30/04/17,Eibar,Leganes,2,0,H,0,0,D,False,2,0,2
8491,2016-17,30/04/17,Osasuna,La Coruna,2,2,D,1,1,D,False,4,2,2
8492,2016-17,1/5/2017,Malaga,Sevilla,4,2,H,1,1,D,False,6,2,4
8493,2016-17,5/5/2017,Sevilla,Sociedad,1,1,D,1,0,H,True,2,1,1
8494,2016-17,6/5/2017,Ath Madrid,Eibar,1,0,H,0,0,D,True,1,0,1
8495,2016-17,6/5/2017,Barcelona,Villarreal,4,1,H,2,1,H,True,5,3,2
8496,2016-17,6/5/2017,Granada,Real Madrid,0,4,A,0,4,A,False,4,4,0
8497,2016-17,6/5/2017,Sp Gijon,Las Palmas,1,0,H,0,0,D,False,1,0,1
8498,2016-17,7/5/2017,Alaves,Ath Bilbao,1,0,H,0,0,D,False,1,0,1
8499,2016-17,7/5/2017,La Coruna,Espanol,1,2,A,0,2,A,False,3,2,1
8500,2016-17,7/5/2017,Malaga,Celta,3,0,H,1,0,H,False,3,1,2
8501,2016-17,7/5/2017,Valencia,Osasuna,4,1,H,2,0,H,True,5,2,3
8502,2016-17,8/5/2017,Leganes,Betis,4,0,H,2,0,H,False,4,2,2
8503,2016-17,13/05/17,Espanol,Valencia,0,1,A,0,0,D,False,1,0,1
8504,2016-17,13/05/17,Osasuna,Granada,2,1,H,1,1,D,False,3,2,1
8505,2016-17,14/05/17,Alaves,Celta,3,1,H,3,0,H,False,4,3,1
8506,2016-17,14/05/17,Ath Bilbao,Leganes,1,1,D,1,0,H,False,2,1,1
8507,2016-17,14/05/17,Betis,Ath Madrid,1,1,D,0,0,D,False,2,0,2
8508,2016-17,14/05/17,Eibar,Sp Gijon,0,1,A,0,1,A,False,1,1,0
8509,2016-17,14/05/17,Las Palmas,Barcelona,1,4,A,0,2,A,False,5,2,3
8510,2016-17,14/05/17,Real Madrid,Sevilla,4,1,H,2,0,H,True,5,2,3
8511,2016-17,14/05/17,Sociedad,Malaga,2,2,D,1,1,D,False,4,2,2
8512,2016-17,14/05/17,Villarreal,La Coruna,0,0,D,0,0,D,False,0,0,0
8513,2016-17,17/05/17,Celta,Real Madrid,1,4,A,0,1,A,False,5,1,4
8514,2016-17,19/05/17,Granada,Espanol,1,2,A,1,2,A,False,3,3,0
8515,2016-17,20/05/17,La Coruna,Las Palmas,3,0,H,3,0,H,False,3,3,0
8516,2016-17,20/05/17,Leganes,Alaves,1,1,D,0,0,D,False,2,0,2
8517,2016-17,20/05/17,Sevilla,Osasuna,5,0,H,3,0,H,True,5,3,2
8518,2016-17,20/05/17,Sp Gijon,Betis,2,2,D,1,1,D,False,4,2,2
8519,2016-17,21/05/17,Ath Madrid,Ath Bilbao,3,1,H,2,0,H,True,4,2,2
8520,2016-17,21/05/17,Barcelona,Eibar,4,2,H,0,1,A,True,6,1,5
8521,2016-17,21/05/17,Celta,Sociedad,2,2,D,0,0,D,False,4,0,4
8522,2016-17,21/05/17,Malaga,Real Madrid,0,2,A,0,1,A,False,2,1,1
8523,2016-17,21/05/17,Valencia,Villarreal,1,3,A,0,1,A,True,4,1,3
8524,2017-18,18/08/17,Leganes,Alaves,1,0,H,1,0,H,False,1,1,0
8525,2017-18,18/08/17,Valencia,Las Palmas,1,0,H,1,0,H,True,1,1,0
8526,2017-18,19/08/17,Celta,Sociedad,2,3,A,1,1,D,False,5,2,3
8527,2017-18,19/08/17,Girona,Ath Madrid,2,2,D,2,0,H,False,4,2,2
8528,2017-18,19/08/17,Sevilla,Espanol,1,1,D,1,1,D,True,2,2,0
8529,2017-18,20/08/17,Ath Bilbao,Getafe,0,0,D,0,0,D,False,0,0,0
8530,2017-18,20/08/17,Barcelona,Betis,2,0,H,2,0,H,True,2,2,0
8531,2017-18,20/08/17,La Coruna,Real Madrid,0,3,A,0,2,A,False,3,2,1
8532,2017-18,21/08/17,Levante,Villarreal,1,0,H,0,0,D,False,1,0,1
8533,2017-18,21/08/17,Malaga,Eibar,0,1,A,0,0,D,False,1,0,1
8534,2017-18,25/08/17,Betis,Celta,2,1,H,1,1,D,False,3,2,1
8535,2017-18,25/08/17,Sociedad,Villarreal,3,0,H,3,0,H,False,3,3,0
8536,2017-18,26/08/17,Alaves,Barcelona,0,2,A,0,0,D,False,2,0,2
8537,2017-18,26/08/17,Girona,Malaga,1,0,H,1,0,H,False,1,1,0
8538,2017-18,26/08/17,Las Palmas,Ath Madrid,1,5,A,0,2,A,False,6,2,4
8539,2017-18,26/08/17,Levante,La Coruna,2,2,D,1,2,A,False,4,3,1
8540,2017-18,27/08/17,Eibar,Ath Bilbao,0,1,A,0,1,A,False,1,1,0
8541,2017-18,27/08/17,Espanol,Leganes,0,1,A,0,1,A,False,1,1,0
8542,2017-18,27/08/17,Getafe,Sevilla,0,1,A,0,0,D,False,1,0,1
8543,2017-18,27/08/17,Real Madrid,Valencia,2,2,D,1,1,D,True,4,2,2
8544,2017-18,8/9/2017,Leganes,Getafe,1,2,A,0,1,A,False,3,1,2
8545,2017-18,9/9/2017,Barcelona,Espanol,5,0,H,2,0,H,True,5,2,3
8546,2017-18,9/9/2017,Real Madrid,Levante,1,1,D,1,1,D,True,2,2,0
8547,2017-18,9/9/2017,Sevilla,Eibar,3,0,H,0,0,D,True,3,0,3
8548,2017-18,9/9/2017,Valencia,Ath Madrid,0,0,D,0,0,D,True,0,0,0
8549,2017-18,10/9/2017,Ath Bilbao,Girona,2,0,H,1,0,H,False,2,1,1
8550,2017-18,10/9/2017,Celta,Alaves,1,0,H,1,0,H,False,1,1,0
8551,2017-18,10/9/2017,La Coruna,Sociedad,2,4,A,1,2,A,False,6,3,3
8552,2017-18,10/9/2017,Villarreal,Betis,3,1,H,1,1,D,False,4,2,2
8553,2017-18,11/9/2017,Malaga,Las Palmas,1,3,A,0,1,A,False,4,1,3
8554,2017-18,15/09/17,Eibar,Leganes,1,0,H,0,0,D,False,1,0,1
8555,2017-18,16/09/17,Ath Madrid,Malaga,1,0,H,0,0,D,True,1,0,1
8556,2017-18,16/09/17,Betis,La Coruna,2,1,H,1,1,D,False,3,2,1
8557,2017-18,16/09/17,Getafe,Barcelona,1,2,A,1,0,H,False,3,1,2
8558,2017-18,16/09/17,Levante,Valencia,1,1,D,1,1,D,False,2,2,0
8559,2017-18,17/09/17,Alaves,Villarreal,0,3,A,0,1,A,False,3,1,2
8560,2017-18,17/09/17,Girona,Sevilla,0,1,A,0,0,D,False,1,0,1
8561,2017-18,17/09/17,Las Palmas,Ath Bilbao,1,0,H,0,0,D,False,1,0,1
8562,2017-18,17/09/17,Sociedad,Real Madrid,1,3,A,1,2,A,False,4,3,1
8563,2017-18,18/09/17,Espanol,Celta,2,1,H,2,0,H,False,3,2,1
8564,2017-18,19/09/17,Barcelona,Eibar,6,1,H,2,0,H,True,7,2,5
8565,2017-18,19/09/17,Valencia,Malaga,5,0,H,1,0,H,True,5,1,4
8566,2017-18,20/09/17,Ath Bilbao,Ath Madrid,1,2,A,0,0,D,False,3,0,3
8567,2017-18,20/09/17,La Coruna,Alaves,1,0,H,1,0,H,False,1,1,0
8568,2017-18,20/09/17,Leganes,Girona,0,0,D,0,0,D,False,0,0,0
8569,2017-18,20/09/17,Real Madrid,Betis,0,1,A,0,0,D,True,1,0,1
8570,2017-18,20/09/17,Sevilla,Las Palmas,1,0,H,0,0,D,True,1,0,1
8571,2017-18,21/09/17,Celta,Getafe,1,1,D,1,0,H,False,2,1,1
8572,2017-18,21/09/17,Levante,Sociedad,3,0,H,1,0,H,False,3,1,2
8573,2017-18,21/09/17,Villarreal,Espanol,0,0,D,0,0,D,False,0,0,0
8574,2017-18,23/09/17,Alaves,Real Madrid,1,2,A,1,2,A,False,3,3,0
8575,2017-18,23/09/17,Ath Madrid,Sevilla,2,0,H,0,0,D,True,2,0,2
8576,2017-18,23/09/17,Girona,Barcelona,0,3,A,0,1,A,False,3,1,2
8577,2017-18,23/09/17,Malaga,Ath Bilbao,3,3,D,1,1,D,False,6,2,4
8578,2017-18,24/09/17,Eibar,Celta,0,4,A,0,3,A,False,4,3,1
8579,2017-18,24/09/17,Espanol,La Coruna,4,1,H,2,0,H,False,5,2,3
8580,2017-18,24/09/17,Getafe,Villarreal,4,0,H,0,0,D,False,4,0,4
8581,2017-18,24/09/17,Las Palmas,Leganes,0,2,A,0,0,D,False,2,0,2
8582,2017-18,24/09/17,Sociedad,Valencia,2,3,A,1,1,D,False,5,2,3
8583,2017-18,25/09/17,Betis,Levante,4,0,H,0,0,D,False,4,0,4
8584,2017-18,29/09/17,Celta,Girona,3,3,D,2,2,D,False,6,4,2
8585,2017-18,30/09/17,La Coruna,Getafe,2,1,H,0,0,D,False,3,0,3
8586,2017-18,30/09/17,Leganes,Ath Madrid,0,0,D,0,0,D,False,0,0,0
8587,2017-18,30/09/17,Levante,Alaves,0,2,A,0,1,A,False,2,1,1
8588,2017-18,30/09/17,Sevilla,Malaga,2,0,H,0,0,D,True,2,0,2
8589,2017-18,1/10/2017,Barcelona,Las Palmas,3,0,H,0,0,D,True,3,0,3
8590,2017-18,1/10/2017,Real Madrid,Espanol,2,0,H,1,0,H,True,2,1,1
8591,2017-18,1/10/2017,Sociedad,Betis,4,4,D,2,2,D,False,8,4,4
8592,2017-18,1/10/2017,Valencia,Ath Bilbao,3,2,H,2,0,H,True,5,2,3
8593,2017-18,1/10/2017,Villarreal,Eibar,3,0,H,1,0,H,False,3,1,2
8594,2017-18,13/10/17,Espanol,Levante,0,0,D,0,0,D,False,0,0,0
8595,2017-18,14/10/17,Alaves,Sociedad,0,2,A,0,0,D,False,2,0,2
8596,2017-18,14/10/17,Ath Bilbao,Sevilla,1,0,H,1,0,H,False,1,1,0
8597,2017-18,14/10/17,Ath Madrid,Barcelona,1,1,D,1,0,H,True,2,1,1
8598,2017-18,14/10/17,Getafe,Real Madrid,1,2,A,0,1,A,False,3,1,2
8599,2017-18,15/10/17,Betis,Valencia,3,6,A,0,2,A,False,9,2,7
8600,2017-18,15/10/17,Eibar,La Coruna,0,0,D,0,0,D,False,0,0,0
8601,2017-18,15/10/17,Girona,Villarreal,1,2,A,1,2,A,False,3,3,0
8602,2017-18,15/10/17,Malaga,Leganes,0,2,A,0,0,D,False,2,0,2
8603,2017-18,16/10/17,Las Palmas,Celta,2,5,A,0,2,A,False,7,2,5
8604,2017-18,21/10/17,Barcelona,Malaga,2,0,H,1,0,H,True,2,1,1
8605,2017-18,21/10/17,Betis,Alaves,2,0,H,1,0,H,False,2,1,1
8606,2017-18,21/10/17,Levante,Getafe,1,1,D,0,0,D,False,2,0,2
8607,2017-18,21/10/17,Valencia,Sevilla,4,0,H,1,0,H,True,4,1,3
8608,2017-18,22/10/17,Celta,Ath Madrid,0,1,A,0,1,A,False,1,1,0
8609,2017-18,22/10/17,Leganes,Ath Bilbao,1,0,H,0,0,D,False,1,0,1
8610,2017-18,22/10/17,Real Madrid,Eibar,3,0,H,2,0,H,True,3,2,1
8611,2017-18,22/10/17,Villarreal,Las Palmas,4,0,H,0,0,D,False,4,0,4
8612,2017-18,23/10/17,La Coruna,Girona,1,2,A,0,1,A,False,3,1,2
8613,2017-18,23/10/17,Sociedad,Espanol,1,1,D,0,1,A,False,2,1,1
8614,2017-18,28/10/17,Alaves,Valencia,1,2,A,0,1,A,False,3,1,2
8615,2017-18,28/10/17,Ath Bilbao,Barcelona,0,2,A,0,1,A,False,2,1,1
8616,2017-18,28/10/17,Ath Madrid,Villarreal,1,1,D,0,0,D,True,2,0,2
8617,2017-18,28/10/17,Sevilla,Leganes,2,1,H,1,0,H,True,3,1,2
8618,2017-18,29/10/17,Eibar,Levante,2,2,D,0,2,A,False,4,2,2
8619,2017-18,29/10/17,Getafe,Sociedad,2,1,H,0,1,A,False,3,1,2
8620,2017-18,29/10/17,Girona,Real Madrid,2,1,H,0,1,A,False,3,1,2
8621,2017-18,29/10/17,Malaga,Celta,2,1,H,1,0,H,False,3,1,2
8622,2017-18,30/10/17,Espanol,Betis,1,0,H,0,0,D,False,1,0,1
8623,2017-18,30/10/17,Las Palmas,La Coruna,1,3,A,1,1,D,False,4,2,2
8624,2017-18,3/11/2017,Betis,Getafe,2,2,D,0,2,A,False,4,2,2
8625,2017-18,4/11/2017,Alaves,Espanol,1,0,H,1,0,H,False,1,1,0
8626,2017-18,4/11/2017,Barcelona,Sevilla,2,1,H,1,0,H,True,3,1,2
8627,2017-18,4/11/2017,La Coruna,Ath Madrid,0,1,A,0,0,D,False,1,0,1
8628,2017-18,4/11/2017,Valencia,Leganes,3,0,H,1,0,H,True,3,1,2
8629,2017-18,5/11/2017,Celta,Ath Bilbao,3,1,H,3,1,H,False,4,4,0
8630,2017-18,5/11/2017,Levante,Girona,1,2,A,0,0,D,False,3,0,3
8631,2017-18,5/11/2017,Real Madrid,Las Palmas,3,0,H,1,0,H,True,3,1,2
8632,2017-18,5/11/2017,Sociedad,Eibar,3,1,H,2,0,H,False,4,2,2
8633,2017-18,5/11/2017,Villarreal,Malaga,2,0,H,0,0,D,False,2,0,2
8634,2017-18,17/11/17,Girona,Sociedad,1,1,D,0,1,A,False,2,1,1
8635,2017-18,18/11/17,Ath Madrid,Real Madrid,0,0,D,0,0,D,True,0,0,0
8636,2017-18,18/11/17,Getafe,Alaves,4,1,H,2,0,H,False,5,2,3
8637,2017-18,18/11/17,Leganes,Barcelona,0,3,A,0,1,A,False,3,1,2
8638,2017-18,18/11/17,Sevilla,Celta,2,1,H,1,1,D,True,3,2,1
8639,2017-18,19/11/17,Ath Bilbao,Villarreal,1,1,D,0,1,A,False,2,1,1
8640,2017-18,19/11/17,Espanol,Valencia,0,2,A,0,0,D,False,2,0,2
8641,2017-18,19/11/17,Las Palmas,Levante,0,2,A,0,0,D,False,2,0,2
8642,2017-18,19/11/17,Malaga,La Coruna,3,2,H,1,1,D,False,5,2,3
8643,2017-18,20/11/17,Eibar,Betis,5,0,H,2,0,H,False,5,2,3
8644,2017-18,24/11/17,Celta,Leganes,1,0,H,1,0,H,False,1,1,0
8645,2017-18,25/11/17,Alaves,Eibar,1,2,A,0,1,A,False,3,1,2
8646,2017-18,25/11/17,Betis,Girona,2,2,D,0,1,A,False,4,1,3
8647,2017-18,25/11/17,Levante,Ath Madrid,0,5,A,0,2,A,False,5,2,3
8648,2017-18,25/11/17,Real Madrid,Malaga,3,2,H,2,1,H,True,5,3,2
8649,2017-18,26/11/17,La Coruna,Ath Bilbao,2,2,D,1,1,D,False,4,2,2
8650,2017-18,26/11/17,Sociedad,Las Palmas,2,2,D,1,1,D,False,4,2,2
8651,2017-18,26/11/17,Valencia,Barcelona,1,1,D,0,0,D,True,2,0,2
8652,2017-18,26/11/17,Villarreal,Sevilla,2,3,A,1,0,H,False,5,1,4
8653,2017-18,27/11/17,Espanol,Getafe,1,0,H,0,0,D,False,1,0,1
8654,2017-18,1/12/2017,Malaga,Levante,0,0,D,0,0,D,False,0,0,0
8655,2017-18,2/12/2017,Ath Bilbao,Real Madrid,0,0,D,0,0,D,False,0,0,0
8656,2017-18,2/12/2017,Ath Madrid,Sociedad,2,1,H,0,1,A,True,3,1,2
8657,2017-18,2/12/2017,Barcelona,Celta,2,2,D,1,1,D,True,4,2,2
8658,2017-18,2/12/2017,Sevilla,La Coruna,2,0,H,1,0,H,True,2,1,1
8659,2017-18,3/12/2017,Eibar,Espanol,3,1,H,2,0,H,False,4,2,2
8660,2017-18,3/12/2017,Getafe,Valencia,1,0,H,0,0,D,False,1,0,1
8661,2017-18,3/12/2017,Las Palmas,Betis,1,0,H,1,0,H,False,1,1,0
8662,2017-18,3/12/2017,Leganes,Villarreal,3,1,H,0,0,D,False,4,0,4
8663,2017-18,4/12/2017,Girona,Alaves,2,3,A,0,0,D,False,5,0,5
8664,2017-18,8/12/2017,Alaves,Las Palmas,2,0,H,1,0,H,False,2,1,1
8665,2017-18,9/12/2017,Getafe,Eibar,0,0,D,0,0,D,False,0,0,0
8666,2017-18,9/12/2017,La Coruna,Leganes,1,0,H,1,0,H,False,1,1,0
8667,2017-18,9/12/2017,Real Madrid,Sevilla,5,0,H,5,0,H,True,5,5,0
8668,2017-18,9/12/2017,Valencia,Celta,2,1,H,1,0,H,True,3,1,2
8669,2017-18,10/12/2017,Betis,Ath Madrid,0,1,A,0,1,A,False,1,1,0
8670,2017-18,10/12/2017,Levante,Ath Bilbao,1,2,A,0,1,A,False,3,1,2
8671,2017-18,10/12/2017,Sociedad,Malaga,0,2,A,0,1,A,False,2,1,1
8672,2017-18,10/12/2017,Villarreal,Barcelona,0,2,A,0,0,D,False,2,0,2
8673,2017-18,11/12/2017,Espanol,Girona,0,1,A,0,1,A,False,1,1,0
8674,2017-18,15/12/17,Sevilla,Levante,0,0,D,0,0,D,True,0,0,0
8675,2017-18,16/12/17,Ath Bilbao,Sociedad,0,0,D,0,0,D,False,0,0,0
8676,2017-18,16/12/17,Ath Madrid,Alaves,1,0,H,0,0,D,True,1,0,1
8677,2017-18,16/12/17,Eibar,Valencia,2,1,H,0,0,D,False,3,0,3
8678,2017-18,17/12/17,Barcelona,La Coruna,4,0,H,2,0,H,True,4,2,2
8679,2017-18,17/12/17,Celta,Villarreal,0,1,A,0,1,A,False,1,1,0
8680,2017-18,17/12/17,Girona,Getafe,1,0,H,1,0,H,False,1,1,0
